source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-english\gemini-3.8-flash__dde0b6b3d321.json,ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,on_topic,on_topic,6,5,1,1,2,"The response directly addresses the requested topic of covalent radius in Bengali, explaining its definition, an intuitive physical analogy, calculation method with a worked example, periodic trends across periods and groups, and key qualifying conditions.","The explanation directly teaches the definition, formula, calculation example, and periodic trends of covalent radius.",../../../ch-5_covalent_radius/bengali-english/evaluation/gemini-3.8-flash__dde0b6b3d321/results.md,../ch-5_covalent_radius/bengali-english/gemini-3.8-flash__dde0b6b3d321/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-english\gpt-5.6-terra__1627088f3a7f.json,ch-5_covalent_radius,gpt-5.6-terra,bengali-english,Bengali,on_topic,on_topic,7,6,0,0,2,"The explanation defines covalent radius, presents its mathematical formula, provides a worked calculation using chlorine, explains why atomic radius is an approximate measurement, details periodic trends across periods and groups, and discusses the effect of bond order.","The explanation directly defines covalent radius, presents its mathematical formula and a worked calculation for chlorine, explains the electron cloud rationale, details periodic trends across periods and down groups, and discusses the effect of bond order.",../../../ch-5_covalent_radius/bengali-english/evaluation/gpt-5.6-terra__1627088f3a7f/results.md,../ch-5_covalent_radius/bengali-english/gpt-5.6-terra__1627088f3a7f/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-english\grok-4.3__ea5e34564d85.json,ch-5_covalent_radius,grok-4.3,bengali-english,Bengali,on_topic,on_topic,4,4,1,1,0,"The response accurately addresses the requested topic of covalent radius in Bengali, providing its definition, formula, a worked example with chlorine, its significance, and a summary formula.","The explanation directly teaches what covalent radius is, demonstrates its calculation using chlorine, and explains its significance.",../../../ch-5_covalent_radius/bengali-english/evaluation/grok-4.3__ea5e34564d85/results.md,../ch-5_covalent_radius/bengali-english/grok-4.3__ea5e34564d85/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-english\llama-4-maverick__30a8c7daf232.json,ch-5_covalent_radius,llama-4-maverick,bengali-english,Bengali,on_topic,on_topic,7,7,0,1,1,"The response accurately and clearly explains covalent radius in Bengali, covering its definition in homonuclear molecules, calculation in heteronuclear compounds, worked examples, periodic trends, and distinction from isolated atomic radius.","The explanation directly defines covalent radius, demonstrates how to calculate it for homonuclear and heteronuclear molecules with worked examples, explains periodic trends, and clarifies how it differs from atomic radius.",../../../ch-5_covalent_radius/bengali-english/evaluation/llama-4-maverick__30a8c7daf232/results.md,../ch-5_covalent_radius/bengali-english/llama-4-maverick__30a8c7daf232/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-native\claude-sonnet-5__1c0a815dfb7d.json,ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,on_topic,on_topic,6,6,0,0,2,"The response provides an accurate high school-level explanation of covalent radius in Bengali, covering its definition, an illustrative example with Cl2, the rationale behind the definition, applicability conditions, periodic trends, and a memory tip.","The explanation clearly defines covalent radius, illustrates it with Cl2, explains why it is measured via bonded atoms, discusses periodic trends, and provides a study aid.",../../../ch-5_covalent_radius/bengali-native/evaluation/claude-sonnet-5__1c0a815dfb7d/results.md,../ch-5_covalent_radius/bengali-native/claude-sonnet-5__1c0a815dfb7d/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-native\gemini-3.8-flash__e210310b6fa1.json,ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,on_topic,on_topic,7,6,0,0,3,"The response directly and thoroughly explains covalent radius, covering why isolated atomic radius cannot be directly measured, the concept of measuring internuclear distance in a covalent bond, the formal definition and formula, a worked chlorine example, periodic trends, and a summary recap.","The response directly addresses the requested topic of covalent radius, covering why it is used instead of isolated atomic radius, its definition, an explanatory analogy, a worked calculation with Cl2, its periodic trends, and a recap.",../../../ch-5_covalent_radius/bengali-native/evaluation/gemini-3.8-flash__e210310b6fa1/results.md,../ch-5_covalent_radius/bengali-native/gemini-3.8-flash__e210310b6fa1/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-native\gpt-5.6-terra__cfc0c0481d75.json,ch-5_covalent_radius,gpt-5.6-terra,bengali-native,Bengali,on_topic,on_topic,6,6,0,0,2,"The response explains covalent radius thoroughly and accurately in Bengali, covering its definition, calculation formula with a worked example, the reason for the term, and trends across periods and down groups.","The text directly defines covalent radius, demonstrates how to calculate it with an example, explains the terminology, outlines periodic table trends, and summarizes the core concepts.",../../../ch-5_covalent_radius/bengali-native/evaluation/gpt-5.6-terra__cfc0c0481d75/results.md,../ch-5_covalent_radius/bengali-native/gpt-5.6-terra__cfc0c0481d75/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-native\grok-4.3__01514885efa3.json,ch-5_covalent_radius,grok-4.3,bengali-native,Bengali,on_topic,on_topic,6,6,0,0,2,"The response clearly explains the definition, calculation examples, significance, and periodic trends of covalent radius in Bengali for a high school audience.","The response directly explains what covalent radius is, gives specific examples with calculations (Cl2 and H2), explains why it is important, and describes periodic table trends.",../../../ch-5_covalent_radius/bengali-native/evaluation/grok-4.3__01514885efa3/results.md,../ch-5_covalent_radius/bengali-native/grok-4.3__01514885efa3/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-native\llama-4-maverick__0dee218449fa.json,ch-5_covalent_radius,llama-4-maverick,bengali-native,Bengali,on_topic,on_topic,3,3,0,0,1,The response accurately defines covalent radius and provides standard chemical examples (hydrogen and chlorine molecules) to illustrate its calculation.,The response directly defines covalent radius and illustrates its calculation using hydrogen and chlorine molecules.,../../../ch-5_covalent_radius/bengali-native/evaluation/llama-4-maverick__0dee218449fa/results.md,../ch-5_covalent_radius/bengali-native/llama-4-maverick__0dee218449fa/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\english\claude-sonnet-5__9ac739c656ae.json,ch-5_covalent_radius,claude-sonnet-5,english,English,on_topic,on_topic,6,6,0,0,2,"The response directly explains covalent radius, including its definition, formula, worked calculation examples, physical rationale, periodic trends, and key characteristics.","The text directly and thoroughly explains covalent radius, its definition, why it is used, its calculation formula, periodic trends, and includes examples and a practice check.",../../../ch-5_covalent_radius/english/evaluation/claude-sonnet-5__9ac739c656ae/results.md,../ch-5_covalent_radius/english/claude-sonnet-5__9ac739c656ae/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\english\gemini-3.8-flash__91b32aee2654.json,ch-5_covalent_radius,gemini-3.8-flash,english,English,on_topic,on_topic,8,5,0,0,2,"The entire response directly addresses covalent radius, explaining why it is needed, how it is defined and calculated, an example with chlorine, an analogy, its periodic trends, and a summary.","The explanation directly addresses covalent radius, explaining why it is defined via bonded atoms, stating its formula, calculating an example with chlorine, and detailing trends down groups and across periods.",../../../ch-5_covalent_radius/english/evaluation/gemini-3.8-flash__91b32aee2654/results.md,../ch-5_covalent_radius/english/gemini-3.8-flash__91b32aee2654/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\english\gpt-5.6-terra__d0cce1c61c1a.json,ch-5_covalent_radius,gpt-5.6-terra,english,English,on_topic,on_topic,5,5,0,0,2,"The response directly and thoroughly explains covalent radius, including its definition, an illustrative calculation with chlorine, periodic trends, and the effect of bond order.","The text directly defines covalent radius, illustrates how it is calculated using Cl₂, explains its periodic trends across periods and down groups, and discusses the effect of bond order.",../../../ch-5_covalent_radius/english/evaluation/gpt-5.6-terra__d0cce1c61c1a/results.md,../ch-5_covalent_radius/english/gpt-5.6-terra__d0cce1c61c1a/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\english\grok-4.3__24ff8befd38a.json,ch-5_covalent_radius,grok-4.3,english,English,on_topic,on_topic,5,6,1,2,2,"The text directly explains the concept of covalent radius, how it is determined from bond lengths, worked and illustrative examples, its role in predicting molecular properties, and periodic trends.","The source directly defines covalent radius, demonstrates its calculation using diatomic chlorine, provides values for other non-metals, explains periodic trends, and summarizes the concept.",../../../ch-5_covalent_radius/english/evaluation/grok-4.3__24ff8befd38a/results.md,../ch-5_covalent_radius/english/grok-4.3__24ff8befd38a/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\english\llama-4-maverick__346f602cb72e.json,ch-5_covalent_radius,llama-4-maverick,english,English,on_topic,on_topic,5,5,0,0,0,"The response directly and clearly explains the definition, measurement, significance, and application of covalent radius in chemistry.","The response directly defines covalent radius, explains how it is determined from bond length, and provides relevant examples illustrating the concept.",../../../ch-5_covalent_radius/english/evaluation/llama-4-maverick__346f602cb72e/results.md,../ch-5_covalent_radius/english/llama-4-maverick__346f602cb72e/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\french-english\claude-sonnet-5__601687d4f341.json,ch-5_covalent_radius,claude-sonnet-5,french-english,French,on_topic,on_topic,6,6,0,0,0,"The response directly and thoroughly addresses the covalent radius, including its definition, formula, a concrete worked example with chlorine, its significance, periodic table trends with explanations, a summary schematic, and an analogy.","The text directly and comprehensively explains the concept of covalent radius, including its definition, an illustrative calculation with Cl2, its significance, and its periodic trends.",../../../ch-5_covalent_radius/french-english/evaluation/claude-sonnet-5__601687d4f341/results.md,../ch-5_covalent_radius/french-english/claude-sonnet-5__601687d4f341/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\french-english\gemini-3.8-flash__e8252c9982d5.json,ch-5_covalent_radius,gemini-3.8-flash,french-english,French,on_topic,on_topic,6,6,0,0,3,"The response clearly and thoroughly explains the covalent radius, its measurement, a calculation example, and periodic trends in French as requested.","The explanation directly addresses covalent radius, explaining why it is defined via homonuclear covalent bonds, providing the mathematical formula, working through a specific calculation with Cl2, and explaining its trends across groups and periods in the periodic table.",../../../ch-5_covalent_radius/french-english/evaluation/gemini-3.8-flash__e8252c9982d5/results.md,../ch-5_covalent_radius/french-english/gemini-3.8-flash__e8252c9982d5/results.md,0
